reviewid	title	body	shortdescription
20654	Very Easy to set up if you had all the instructions.	ActionTec plug Av Very Easy to set up if you had all the instructions. A quick review and as typical for me an update will follow. I had everything set up and truly believed the Quick Start Guide when it said no configuration required. Unfortunately.... I first disabled my wireless card in the Windows Control Panel just so I would not have any conflicts. Then I plugged in the two devices as described above. The LEDs on both boxes were green and red, sometimes green and yellow. The Guide said "Make sure both lights turn solid green". The guide warns you not to plug the devices into any outlet that is surge protected or filtered, which I did not. Oh well I said, I started moving both boxes into different outlets and could not get both "link" lights to turn green unless they were plugged into the same outlet. Rats I said. There is no explanation in the guide at all as to what to do when the lights are not both green. NO troubleshooting guide at all. I tried to hook up to the Web, but nothing happened. Here I will save you the trouble of the hour long process that followed, and just tell how you can save yourself the trouble I had 1. It does not really matter what color the "link" light is. It is only the quality of connection indicator. Please go to the [...] website and download the user manual for the HPE400AVP. There is no manual and no CD with the box you buy and in my case it was the critical missing step. Here is the lights portion of the manual Red means the condition is poor and less than 50Mpbs, Orange indicates a fair line condition of 50-100Mbps, Green means the line is in good condition with over 100Mbps throughput. Of course since I was using wireless previously in a remote location with a 18 Mpbs transfer speed, even a Red light meant a vastly improved connection. The connection speed varies for me between yellow and red, and always is better than the wireless. My wireless was a Linksys WRT54G with the power setting at 75mw, the distance involved was about 50ft with 3 walls in between. 2. There are small black buttons on both boxes, but NO explanation in the User Guide as to what they do. You have to download the manual for that. They are the security enable keys, and you have to go thru a sequence of four timed presses to set it up. In my trials of various outlets in the house, I must have pressed one or both, but in a wrong sequence and must have messed up the communications, hence even with the connection established, I could not connect to the web. At the time I still thought that it was because I had red lights and they needed to be green. I had to reset both boxes using a pin. 3. At this point following the reset, even though the link light on both boxes was red, the Internet magically appeared. So the setup is truly plug and play, unless like me you believe the dreaded step #13 in the quick setup guide "Make sure both lights are green " or you accidentally press the security buttons. Finally when set up, and even with my troubles it only took an hour. The connection speed to the web as judged by [...] was 50% faster than my best wireless connection and 3 times better than my worst connection. Great product, and only a one star downgrade for no packaged in manual or CD. Lastly you may also try the following steps to improve your speed at lower costs. 1. Get an antenna with gain for the router and your wireless card (10-30$, 50% improvement) 2. Change the wireless channel in the router utility (G networks conflict with 2.4 ghz cordless phones) 3. Move the antenna even slightly for possible improvement, Use a utility like network stumbler to fine tune the position 4. If available for your wireless router, get an open source custom firmware for it which will allow you to fine tune the antenna transmit power (I use Tomato). UPDATE 5. Get an inexpensive N standard router with multiple antennas (used to be called MIMO multiple in multiple out). I have picked up one recently and now all my remaining computers have a better signal as well. While you will not get speds higher than G standard of 54mb, you will get closer to nominal. You would ned a N adapter in the pc as well to get all the benefits. Happy Powerline and Wireless networking.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20655	Plug it in and it works. High-speed Internet now available in a remote corner of my home	I've tested the Actiontec MegaPlug with a desktop PC, a Slingbox and also an Xbox 360 (which I use to play online games) and its performance has far exceeded my expectations. It's like having a second router/internet connection in the far corner of my home where my wireless network does not reach. I don't notice any difference in terms of bandwidth compared with a direct connection to my downstairs router. I was a little concerned that I'd have to configure settings in each device in order to get it to work. To my great relief this wasn't the case. Connect it and it works. Period. I simply plugged the base unit into an outlet (a wall outlet is recommended -- the directions warn that it probably won't work with a surge-protector) near my router and then connected the two with the included Ethernet cable (it comes with two Ethernet cables). Next I plugged in the bigger piece of the Actiontec set -- the one with the four Ethernet ports -- into an outlet in the area of my house where I wanted to place my desktop PC, my Xbox and my Slingbox. I then connected all of the devices with Ethernet cables and they were instantly connected to the Internet. It was a wonderfully elegant customer experience. Two thumbs up for this product.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20664	How simple can it get?	When it comes to setting up any kind of networking, it's usually intimidating; however, if you know how to simply put a plug in, it's that easy. Seriously. This is great for: 1) if you get bad connections from your WiFi (whether something is interfering or can't reach) and want to connect more directly to your router. 2) if your main router is located in another room, but you want to connect up to 4 devices (such as gaming consoles, printers, Blu-Ray players) via ethernet -- without putting holes in your walls or spending more than you should on long cables. I really have not noticed any difference from using my wireless. The design is really simple and nothing fancy. It also comes with 2 ethernet cables. The manual really isn't necessary to read, but it does NOT recommend plugging it in a surge protector (recommends directly to the wall outlet)--however, I tried it any way and I haven't encountered any difference/or a problem. What the Quick Start guide manual really should have covered is about the LED colors (if the plug sign LED turns red, it means it's getting less than 50MBps; orange is 50-100; and green is 100+). I'm on regular DSL, and it is always RED. It also does not really cover much about the small button on the back with the "lock symbol" (this button is also on the smaller MegaPlug adapter), which allows the 128-bit AES security data encryption. However, I have no idea if encryption is properly being enabled or not. The guide briefly notes on the back that it comes with a "generic" encryption key, so if you want to change it to something of your own, you have to visit their website for "further instructions", which I could not find. Overall, I give it a 4 for it's simplicity, and so far, it has done what it is intended to do, but it would have been nicer if it came with some kind of software to monitor the connection/speeds/security/bandwidth control/etc. Basically, it's really simple.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20666	simple to install, perfect to expand home network	I got this because I have a few items that don't have wi-fi, but I want to be able to connect them to my network. My network router is in the office and running cables through the house would just not be feasible. I bought , but wanted to be able to expand since I have more items to connect to the network. This is super easy to install. Just plug one end into the router and the wall then plug the other end into your electronics and the wall. That's it. It really is that easy. I set it up with my Hava player and it worked perfectly. I was a little disappointed that it is not compatible with the TrendNet. It appears that you must buy the same brand to expand your network into multiple rooms.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20672	A Quick Internet Solution	If you don't want the hassle of running Ethernet cables to that back bedroom, or dealing with your wireless router's flaky signal, then you could give the Actiontec Megaplug 200 kit a try. But before you do, be aware of the number one issue with powerline networking (read on!). My home has an existing wireless network consisting of a centrally located modem/wireless router/network printer, and three computers and games consoles located in three different rooms. To begin, I plugged the smaller, block Megaplug into the wall near my modem, and connected it to my wireless router using the supplied Ethernet cable. I then took the 4-port hub Megaplug into the room with a computer and an XBOX 360, plugging both into the 4-port hub. Within a minute, both were up and running on their new powerline connection. However, I was lucky. Why? Well, since the kit uses your house's electrical wiring like a traditional Ethernet cable, you must "complete the circuit" between the Actiontec Megaplugs for it to work. This is a problem (the number one problem mentioned above, and why I knocked off a star) if your electrical outlets are not on the same power circuit. If they aren't, it just won't work. Period. Still, if you are lucky enough to find your electrical outlets are on the same circuit, in the rooms where you want to use the internet, then you'll find that the Actiontec Megaplugs can be a quick and simple way to add an internet connection to that room of your house. This is especially useful if that room/computer gets a poor wireless signal from your existing wireless router. The advantage of powerline networking is a more reliable 'hardwire' connection than wireless, while not requiring you to run traditional Ethernet cables. In conclusion, if you are after a quick and easy 'wired' internet connection, and if your electrical circuits are suitable, then the Actiontec Megaplug 200 kit might be worth a look.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20676	A useful and functional product, but some caveats to be aware of	This device does what it advertises pretty successfully, but it does so with some risk, depending on how much of a stickler you are for power surge protection. The devices require/request that you do *not* plug them into surge protectors on both ends, and since the Ethernet jack goes right into the device, if your computer or DVR etc. was protected with a surge suppressor before, you're now at risk because you've plugged into a network cable that's plugged directly into regular power. For many users this might not be a concern if your switch or router (cable modem, DSL modem, etc.) in the house isn't also protected by a UPS or surge protector. The documentation in the box I received did not reflect the proper model that I received exactly. It looked like it was for an older model of the same device. I did go online, however, and find the right manual from the manufacturers website. In the end, I think I may end up using this device to put a computer in the attic and provide a public webcam view of my street for fun. This would be great to add out in a garage that's not attached to the house, to use outdoors if you want to have an outdoor access point (weather protected of course) or providing Ethernet in some other location where it's just not feasible to run Ethernet cable, use wireless. It also says that both devices need to be on the same circuit, but while mine are not it still works. I use the product to provide an Ethernet connection in a block building where running an Ethernet cable several yards was not realistic. It would have required conduit on the wall, and would have been a real eye sore. This product allows me to plug one end into the switch and the other end at the computer with no additional cables across the interior of the open block building.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20677	A Great Alternative to WiFi	Anyone who has set up a wifi network knows that it is hardly a smooth process. The Actiontec Megaplug Powerline Ethernet Adapter and Hub Kit allows for painless network setup even for nontechnical or computer illiterate folks. All you need to do is follow 3 basic steps: 1) Connect the included ethernet cable from your modem/router to the ethernet adapter 2) Connect the included ethernet cable from your computer to the 4 port hub. 3) Plug both units directly to a wall power socket. That is it. No software to install. No encryption passwords to setup. Just a straightforward and secure connection using the electrical wiring in your home. Of course there are some caveats that you must heed for this to work correctly. Namely that you must plug this directly to the power outlet (no surge supressors as this can block the signal). A simple extension cord will work though it will probably slow the connection slightly. Other than that this is a great alternative to WiFi. *** Positive Points Include: *** - Easy installation and setup - Decent build quality - Has all the cables that you will need - The four port Hub allows you to connect mutliple devices, though you are limited as to how far they are located by the length of the ethernet cable. - more secure than Wifi because people cannot see the presence of your network *** Negative Points Include: *** - Very sparse setup guide and no real user's manual. The setup is easy but it would be nice to have a proper manual. - The included ethernet cables are pretty short so if your electrical outlet is far from your router or cable modem then you will need a longer cable (I just used a simple extension cord and it works fine) - Most computers won't see 200Mbps speeds because they have 10/100 Mbps ethernet ports. - Definitely slower than my Wireless G Wifi network, though the convenience and security makes it worth the slightly slower speeds. - Electrical problems in your house could make the connection slow down, though my house has 30 year old wiring (hybrid of copper and aluminum) that works pretty well. - It would be nice if the Ethernet Adapter also had a hub built in to allow you to connect devices closer to your modem/router. Overall: This is a great product that is easy to setup and use and offers better security than wifi.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
3266	Antec power supply problems	The case arrived with a dead power supply. A spare power supply I had worked fine with my new computer build. A google search on "antec power supply problen" revealed this was not an isolated problem. Amazon was great in returning this case.	The first desktop in BrandXYZs award winning Solution Series of enclosures has arrived. The NSK2480 Desktop case features a unique triple-chamber structure, designed to isolate the heat and noise produced by the power supply and hard drives, ensuring a quiete computing environment. Along with its exceptional ventilation and attractively understated styling, the NSK2480 also includes an 80 PLUS Certified EarthWatts 380 Watt ATX12Vv2.2 power supply with universal input and Active PFC, so you can p...
3840	Support is very poor	Unless you plan to use any Coolsat model for true free to air don't waste your money. The hardware is great. Support for Coolsat doesn't exist. DO NOT BUY! Move on to Viewsat, Sonicview, or Captiveworks.	The new BrandXYZ 7100 PVR FTA receiver replaces the 7000 PVR model. The BrandXYZ 7100 PVR comes with 2 USB slots (front and back). BrandXYZ 7100 micro PVR allows you to tape all the best shows even when you are home! This receiver allows you to hook up your own hard drives and tape satellite tv shows whenever you want. The BrandXYZ 7100 comes with a 1GB USB flash drive, enabling You to record instantly, right out of the box.
20681	Easy to set up, works out of the box.	So, the only thing better than this is a wired ethernet connection, at least in my house. We have 3 Airport Extreme networks (1x5GHz 802.11n, 1x2.4GHz 802.11n, and 1x2.4GHz 802.11 b/g/n). I am extremely happy with the wireless intranet and internet performance. However, if I need to transfer very large files or want to watch a DVD on my Mac mini but the rip is on my Mac Pro, 802.11n doesn't cut it. Enter the Actiontec MegaPlug 200. Set it up by my Mac Pro. Much faster connection to the internet - almost instantaneous home page opening in Safari. Files move faster, though I am currently copying my data from my Drobo to my Mac Pro, so I didn't do any measurements. As for DVDs, still no joy. I get dropouts really frequently on 802.11n, much less frequent with the MegaPlug, but still about one every 4-seconds or so. Dropouts are almost non-existent with wired ethernet, though BD rips will not play without dropouts (very infrequent and much shorter... the sound seems to warble, not drop out completely, and the video hesitates for fractions of a second). Looks like direct drive is still the way to go with DVD/BD data. Anyway, this is a good product. It comes with 2xCAT 5 cables, a power cord, and the two parts. Plug 'em in according to the quick start sheet and you're golden. It actually worked out of the box, and that's saying something today. If you want fast internet connections and don't want the expense of a wireless network, this is one product you should try out. I'm going to use it for my upstairs TiVo. I'm betting it'll allow much better transfers and real time viewing on the downstair TiVo... I'll be back to add what comes of that... Added: so, my guess was correct. Using Apple Airport Express 802.11n I could not transfer a program from one TiVo HD to the other and watch it on the receiving TiVo without several stops to allow the transfer to catch up. Also, the transfer seemed to take real-time... and hour show took an hour to transfer. With the MegaPlug 200, the transferring of and HD program was faster, not stops for catch up, and the acquiring of the program data exceeded the viewing of that data. Not by a lot (you cannot get it fast enough to fast-forward through commercials), but enough to have excess ahead of realtime watching. Pretty cool tool, actually. It may be possible that it would work faster If I were on the exact same electrical circuit, also. However, that's asking too much from a 23-year-old, two story house.	The MegaPlug 200 Mbps AV Powerline Ethernet Adapter & 4-port Hub Kit uses your home electrical lines to create up to a 200 Mbps network throughout your home. Perfect for high-bandwidth applications like HD video and audio streaming. Access high-speed internet, DirecTV On-Demand, Blu-Ray players, Tivo, DVRs, Slingbox, HDTV's with internet access and online services such as Netflix. Powerline adapters can reach places wireless can not, so they are perfect solutions for computers, printers and fax ...
20716	Once again - fantastic sound, but still not perfect.	As with all the Altec Lansing speakers I've owned, these have fantastic sound. And as with all of them, they didn't QUITE have the design to warrant a perfect score. I also have the BASS-fanatical speakers, , and while they don't take up as much space as 2 speakers + sub, their versatility is somewhat limited by the amount of bass that you may not always want (and it's not adjustable.) For this 3 piece set, the bass IS adjustable, which makes a profound difference depending on the range of music you listen to. (There's nothing really wrong with the bass-heavy ones...they sound great, but there are times when that much bass isn't wanted.) So, between the two, I'd go with this set. Also, an older set, , I would say sound roughly equivalent to these. But they're kind of an eye-sore. Again, between this set and the older set, these win out. With their great sound, adjustable bass, stylish looks, there are few reasons I wouldn't recommend buying these...but there are a couple reasons. 1. There is no headphone pass-through. I'm not sure if this is an impossible option to add despite sounding so simple, but Altec Lansing sure doesn't think it's an important option. 2. The hard-wired connection between the satellites isn't a delight...but what's more frustrating for me is that the cable between them is REALLY long... but the cable you hook to your audio device/computer connects to the subwoofer...and it's pretty short, which is odd (see #3.) 3. I'm not sure when seeing a subwoofer became stylish (this one certainly looks nice), but most people kind of stuff it away, out of sight, out of mind. You can't do that with this set. The POWER button is on top of the subwoofer (along with bass-control), and if you put the subwoofer under your desk...there's a good chance the included cable won't make it to your computer's audio out jack. 4. The satellites nor the sub are magnetically shielded. The satellites probably don't matter much (most people don't use CRT anymore, and even so, the strength of the magnet is pretty low. The sub may pose a problem if you want to put it by your computer - I would assume it's a good sized magnet that you wouldn't want constantly next to your computer. Despite this, I personally feel speakers should be judged on how well the sound as the major factor...and these sound awesome. Recommended...as close to the perfect computer speakers that you'll find on the market. ============================ UPDATE 8/16/2009: I've been using these speakers for a while now, and I wouldn't change my review of them based on sound quality. However, the power button (not-so-conveniently placed on top of the sub-woofer) doesn't power these up 100% of the time. Sometimes I need to click the button 4-5 times before the light (on the satellite speaker) comes on, denoting they're actually getting power. Not sure if others have had this problem, but it's pretty annoying.	The Expressionist Plus music system is a serious performer in a small package. The stylish, adjustable satellites deliver pure, distinct full-spectrum sound from precision-engineered 2? speakers and the 5.25? space-saving desktop subwoofer fills your space with deep bass. Tuck the compact subwoofer under your desk or on your desktop. Set-up is a snap, so enjoy terrific sound from your computer, CD, DVD, or MP3 player right out of the box.
20683	Great card for low powered computer system	Preliminary Report: Disclaimer: I do not advise you to test your own computer; I am doing this at my own risk and cannot be responsible for you. I was intrigued by reports of using this video card in a computer system with only a 250 watt Power supply unit (PSU)!!!. Normally, the recommended PSU is 350-400 watts (Interesting - the outside of the MSI box said "400". The instruction book inside said "350"). So I did some research. A full computer system made by HP has a Geforce 9600 factory installed with only a stock 350 w PSU. So I have decided to test it on a lower powered system, an Acer M1100 AMD 4400+ 64x2; 320GB HDD; DVD burner; 4 gb memory; 250 w PSU. There are two versions of this chipset (Nvidia Geforce 9600 series): one with 96 watts of power consumption and a lower power unit with 59 watts. The Nvidia chipset (which MSI uses in its video card) is the 59 w version, a savings of almost 40% in power consumption! There are negligible differences between the higher and lower powered chipsets resulting in similar performance. The only differences (besides power consumption), are: Graphics Clock (MHz) - 650 MHz vs 600 MHz; Processor Clock (MHz) 1625 MHz vs 1500 MHz; Texture Fill Rate (billion/sec) 20.8 vs 19.2 respectively for the 96 vs 59 w units. All other specs are the same. I am not a hard core gamer. Others have written on a good performance with this MSI video card. So as a test, I added it to my computer system at a reasonable cost. Installation and first looks: The card is 8 inches long, requires extra space - a PCI Express slot and an adjacent card slot. Inserting the card was easy. Be careful to make sure you have enough room. High powered video cards reguire a lot of width (the fan!)and length. The way today's motherboards are made, you need two card slots (Why? MB's should have double wide slots and you shouldn't have to lose valuable PCI or Express slots to accomodate these cards). Installing the video drivers was another story. It seemed to take a long time for the drivers to install and when the computer was rebooted, it only recognized a standard VGA quality card (depressing)! After trying to figure what went wrong, it appeared a 2nd reboot solved the problem. When I upgraded the driver from the Nvidia website....same problem. Frustrating! The MSI CD disk was poor. Some of the utilities didn't install because the programmers changed the names! The overclocking utility is called "Dual Core Center" - here you can overclock the graphics and processor clocks or decrease them. The speed of the fan will not adjust - appears to be auto only. Some of the utilities were old 2003 era software to adjust your monitor screen etc. There are no included cables ( not needed if you use the VGA port) else you have to buy the cables. Once you get it all working, the card performs! It ranks up there but is NOT the highest. The Geforce 295 series are currently on the top of the heap, but these cards would never run in my system. I used a video testing program to "stress" the card. Initial temperature was around 130 deg F and after 40 min it was 170 deg F (75 deg C)....HOT. The fan was not noisy at all even with all that heat. I have a factory installed 2nd fan around the area of the card. It has slow rpm's and I may change out the fan for a stronger and faster one (but this is optional and appears not to be needed). A demo FarCry 2004 game did NOT texture correctly - water and land were all blue. While it ran, was not playable. Call of Duty 4 demo 2007 ran fine. Warmonger supplied by Nvidia ran fine in the practice mode; did not test on the multiplayer mode. (My "fine" is that it has nice graphics at a high enough resolution without slowing down....... NOT the highest resolution possible). My Vista graphics rating went from 3.0 to 5.9 and overall from 3.0 to 5.0 on the entire computer system. It appears that many computers, on the mid to lower end, the weakest link is the GPU. Upgrading the GPU, makes the overall system to be more responsive with games but I have not tested it with business graphic programs. Up and running: I have been running my computer system and playing various test games and pleased to report that the system is holding up fine. Heat generated by the GPU is 140 deg F or below running action computer games. When not stressed it is around 125 F. Now why does my system handle a higher end GPU without difficulty? My research shows that even with everything running, my power usage is under 250w. I don't know the efficiency of my PSU. Assuming 80% x 250 = 200 w actual. The peak power of all components on my system is theoretically about 236 w (peak power is never reached in actuality). My CPU is the AMD 4400+ (Code name:Brisbane; Note: there are several versions of the 4400+) which only consumes 65 w of power. I don't know the actual power my computer system is using and I have purchased Kill-A-Watt to measure it under gaming conditions. Other thoughts: I suspect that the PSU is running close to full power, really something I don't want to do over the long haul. My goal was to see if my 250 w cheap stock PSU would do it and it was the "little engine that could". The stock PSU is a Liteon which came with the Acer system. I looks like a generic PSU that is very inexpensively made. The fan exhaust was very warm. Like running your Kia at 100 mph per hour - it can be done but do you want to do it all the time? Better to have a bigger engine (or power supply). I did switch out the power supply for an overkill 585 w PSU with 39 A (12v) total which is extreme for my system. The fan exhaust is now cooler and the GPU standby temp dropped to 115 deg F with the new dual fan PSU. Further testing update: After writing this review,I used Kill-a-Watt to test the power usage. I found the my computer only uses about 120 watts of power with the new GPU. When stessing the GPU with the video testing program, power consumption increased to 160 w. If my power supply is rated at 250 w with 70% efficiency = 175 w (generic PSU's are around 70% efficient; better ones are 80% or higher but 100% is not possible)the PSU should be enough except for the most demanding situations. With the games I used, it only consumed 145 w max. still within limits. So I probably did not need to switch for a more powerful PSU. I advise you to check out your computer system with a Kill-a-Watt tester to get a baseline on how much power (watts) your system is using before upgrading your PSU. Another thought: Update the latest drivers directly from Nvidia. I don't like the software included with this GPU. However that did not enter into my ratings. Overall: An excellent low powered high performing GPU converting a lower level computer to a better gaming machine. (My system of course is not intended for you high end gamers ;)	MSI Dual CoreCell technologyMSI DOT Express technologyMSI StarOSDMSI Shader O.C. technologyPCI Express 2.0HDMI supportHDCP capableBlue-ray and HD DVD supportNVIDIA CUDA technology
20684	Good, but Noisy Fan	This Video card improves my Vista Home 32-bit score from 4.1 to 5.6, but didn't realized it was Fan Sink, rather than heat sink version at times it bothersome with the noise, even without gaming or extreme programming. I'm not sure if there heat sink available for this NVIDIA 9600 series PCI-e 2.0 with DDR3. Makes vista lags a little bit. Not a gamer, but played some high graphics games such as Call of Duty Modern Warfare and it has no problem at all with it. PROS: Good acceralation on TV Live, Standard HD HDMI & DVI ports, CONS: Fan Sink (Noisy), Easily Heated, large-size PCI-e little challenge to install in small cases, lags.	MSI Dual CoreCell technologyMSI DOT Express technologyMSI StarOSDMSI Shader O.C. technologyPCI Express 2.0HDMI supportHDCP capableBlue-ray and HD DVD supportNVIDIA CUDA technology
20719	Even My Wife Exclaimed "Wow!"	I have to say that these are really superior amplified speakers. The full range they produce, including LOTS of bass should that be desired, is all for which one could ask. They are in fact far better in sound reproduction than the Altec Lansing Expressionist CLASSIC FX2020 amplified speakers which I had gotten from Amazon previously and which themselves are no slouches in overall sound quality. The majority of the music I play is classical music and I am a fan of good sound. I do not use such superior speakers as these for computer sound, preferring to use them with much better sound sources. Of course, others may enjoy using them with their computers and MP3 players and they will be assured of top-notch sound, as good as can be gotten from those sources. However I myself will use these with the best possible sound sources; they are that good. I started the music and my cat walked in to hear what was going on followed by my wife who was astounded. Normally she is not interested at all in my hi-fi equipment but, on hearing these, she expressed her astonishment that such "big" sound was coming from such small speakers. I think that anyone who buys these speakers will be pleasantly astounded as well. Is there a fly in the ointment? Well yes, a small one; the two satellite speakers are hard-wired together. Now I am no fan of any electronic equipment being hard-wired but I suppose that this is Altec-Lansing's design philosophy. In view of the absolutely amazing sound this small system produces, I can forgive this small lapse. If you're reading this review, you're interested in these speakers. Buy them. You'll never regret the purchase - and, as you all know, Amazon stands in back of its offerings and better than that you cannot get! ==================================================================================== Update: July 18, 2009 I have continued to use these speakers today and the more I use them the more impressed I am. I recommend that users set the bass volume control to about one o'clock - no higher - for best overall reproduction. Too much bass will overwhelm the midrange. Note too that these speakers can play VERY loudly but, if one attempts to play them at very high levels, some distortion will be heard. Playing them at "sane" levels produces superior, very smooth, sound quality which will fill any normal room in one's home. I really do wish that the satellite speakers were not hard-wired; I would have liked to separate them even more as their imaging appears to be very good. Several favorite recordings (see my review of the for a list of them) confirm, to my ears, that these speakers are absolutely excellent in performance, design, and quality. If one were somewhat cash-strapped (not uncommon in these times!), one could purchase these amplified speakers and a small switcher box (with appropriate cables) and, after adding sound sources (CD player, cassette deck, phonograph [incorporating a phono preamp section], or computer), that person would have one terrific audio system which would cost very little and whose sound quality would definitely belie its small price tag. I did try it with my computer (after all, they ARE marketed as computer speakers); as expected, the sound quality was first-rate. I REALLY recommend this item to all. ==================================================================================== Update: August 11, 2009 I bought a SilverLake 22 inch multi-pocket duffel bag #F6022 ($15.99 at Marshall's) in which to store/carry these speakers. They are odd-shaped overall and I like to use them in various rooms about the house. This bag is perfect - it holds the speakers and other accessories perfectly and makes it easy to carry everything around. I find myself using these speakers more and more, sometimes even in preference to my "regular" speakers (Klipschorns and Mordaunt-Short Pageant Series II) and systems because it is so easy to set these up anyplace. An advantage is that a system such as this (portable CD player or portable cassette tape player along with these speakers) draws much less electric current than my main systems. What is really most important, however, is the overall sound quality - and, as I have stated, in my opinion, the sound quality these speakers provide is positively first-class. I see that Amazon has lowered its price to a level which should make these irresistible. I believe that anyone desiring good portable speakers at a good price can do no better than these. ==================================================================================== Update: October 6, 2009 Today I hooked up these speakers to a spare turntable - a Technics Quartz Direct Drive Automatic Turntable System SL-Q200 and this . (And by the way, you can safely disregard any comments that this preamp causes hum; it does not. I believe that the people so commenting in their reviews do not have their connections correct or it is even possible that their home wiring is not properly grounded. In any case this unit produces absolutely NO hum whatsoever in my system.) Last night I had tried this turntable/phono preamp combination with my ; if you are interested, I recommend that you read my review of that product, which is an excellent one. But playing a turntable and vinyl LP records through this Altec-Lansing speaker system -- well, all I can do is repeat: WOW! As I'm writing this, I am listening to ELGAR & WALTON MARCHES with Sir Adrian Boult conducting the London Philharmonic Orchestra [Angel S-37436]. I think that if you were in my room listening to this with me, you'd exclaim "WOW!" too! These speakers are somewhat large and a bit clumsy; nonetheless, the sound they produce is positively first-rate. In my opinion, they are almost wasted as computer speakers. They deserve MUCH better sound sources, such as CD or, and most especially, a good turntable along with a good phono preamp. Really they do! These speakers can form the nucleus of a really excellent and really inexpensive sound system. While on the large side, you CAN travel with them and they can be carried about the house with ease. In my opinion, and especially at their low price, these represent an astonishingly good value for money and I positively continue to highly recommend them.	The Expressionist Plus music system is a serious performer in a small package. The stylish, adjustable satellites deliver pure, distinct full-spectrum sound from precision-engineered 2? speakers and the 5.25? space-saving desktop subwoofer fills your space with deep bass. Tuck the compact subwoofer under your desk or on your desktop. Set-up is a snap, so enjoy terrific sound from your computer, CD, DVD, or MP3 player right out of the box.
20725	CRISP SOUND IN A TOTALLY UNIQUE DESIGN	This is another quality product from Altec Lansing. I cannot help but be impressed with this "EXPRESSIONIST" speakers---crisp & crystal clear sound in a totally new and unique design configuration. After unpacking, I immediately hooked it up with my laptop to test-run the speakers in a variety of sound settings in my laptop's equalizer. Totally blown away by what this speaker can do. Although average as far as sound strength is concerned, the clarity is very impressive. The little tweeters produces the distinct highs and the subwoofers are ample enough to reproduce bass in its desirable form. The small configuration of these speakers will not overwhelm a large room but for casual listening in near distances (i.e. small rooms), sound reproduction is more than what you may expect. Hook-up was a breeze, everything is pretty self-explanatory, no need to consult the manual. Their small size means they can be tucked away unobstrusively in your desk or working space. I love to have a clear desk free of clutter and this speakers can be placed in places where it will not hamper your work space. Can also be hooked up with your MP3 player. Overall another worthy product from a company who specializes in audio peripherals. Highly recommended!	The Expressionist Plus music system is a serious performer in a small package. The stylish, adjustable satellites deliver pure, distinct full-spectrum sound from precision-engineered 2? speakers and the 5.25? space-saving desktop subwoofer fills your space with deep bass. Tuck the compact subwoofer under your desk or on your desktop. Set-up is a snap, so enjoy terrific sound from your computer, CD, DVD, or MP3 player right out of the box.
